,Review_Text,Rating,Persona,Age,Item_Name
876,"Love this when I received it in the mail. After 1 wash and 2 wears it looks pretty sad. The bottom waist band is stretched out and the sleeves got so tight that I can hardly bend my arms. The color also seem to have faded after 1 wash?!? I love my other scubas so I was very excited to order this one but I have been very sad with the quality this scuba has shown. Not sure if I will ever buy another one, especially for the price.",2,SWEATY GENERALIST,25-34,"Scuba Hoodie
Light Cotton Fleece"
877,"I purchased the Heather speckled black and sized up for a looser fit. The color was not really speckled as it was more plain gray. I ended up returning it because the color was not what I expected, and the size ended up being too baggy but I ordered a different color in my normal size 6 and it's amazing. Lulu lemon worked with me to get it returned and a big reason why I continue to shop here is because of the service and shipping.",5,SWEATY GENERALIST,25-34,"Scuba Hoodie
Light Cotton Fleece"
878,"I love the scuba hoodies- I got my first one and HAD to have more. I bought the new heathered nocturnal teal, and it is beautiful, AND so comfy and warm. The hoods are roomy, so they don't pull on your head. I have another on the way as well, and plan to make these a wardrobe staple!",5,SWEATY GENERALIST,25-34,"Scuba Hoodie
Light Cotton Fleece"
879,"I got this gorgeous, soft & cozy hoodie on WMTM in Pelt. It was Love at first sight! I wore it immediately & sadly, that one wear resulted in a hole on the sleeve. So sad! I am 5’4” and 115 pounds and this fit well in a size 6. I hope my hoodie was a fluke-it is so comfy & cute.",3,RUNNER,35-44,"Scuba Hoodie
Light Cotton Fleece"
880,"I really loved this sweater but I'm so sad that after only a few washes, the colour has faded and the sides stretched out and lost its shape. Definitely disappointing after spending $120 on this sweater!",2,SWEATY GENERALIST,18-24,"Scuba Hoodie
Light Cotton Fleece"
881,"I own a couple of the scuba 2's and love them for their fantastic quality and fit. I haven't upgraded to any other scuba as I didn't think the changes over the years improved the original. My Scuba's from over 7 years ago still look new and fit great. However, I couldn't pass up a recent beautiful print on the new scuba's and thought I'd give it a try. First off, I loved the fit and the softness of the fleece; it was cozy and comfortable and had a flattering fit (although I still prefer the classic scuba's). Unfortunately after only 3 wears, I've been sorely disappointed. The cuffs, waistband, and side ribbing of the sweatshirt seem to have stretched, as have the elbows. You can even see the print is slightly stretched (or you can see the elastic underneath). The sweater is NOT tight or fitted on me, so no reason for the stretching other than poor quality material. After spending over $100 on a sweatshirt, I'd expect it to wear much better. My old scuba's still look new and have held up their shape far better than this new one, which I've had for all of a couple of weeks!!",2,SWEATY GENERALIST,35-44,"Scuba Hoodie
Light Cotton Fleece"
882,"I have purchased 4 Scuba Hoodies. I was happy with all of them until I ordered the Blazer Blue color. I knew after pulling it out of the bag that it was not the same quality as my other hoodies. The material is much thinner. So thin that it seems as if it would easily rip if I pulled on it. The color is not as vibrant. The color is actually blotchy, (not consistent throughout the material). Defiantly would fade after 1 wash. Very disappointing that Lulu would sell such a low quality item for $118.00.",2,CYCLIST,35-44,"Scuba Hoodie
Light Cotton Fleece"
883,"I decided to write a review as I saw so many negative comments. If you are looking into this hoodie, do not fear! It is absolutely amazing. I have two and they are in heavy rotation in my day to day wardobe. They give me a slimming look and I love how long the arms are since I have long arms and typically can't find tops and sweaters that suit me. I even roll the arms up once so that they bend where the thumb hole is. Great to wear witha vest in the Winter, equally as amazing in the Spring.",5,SWEATY GENERALIST,18-24,"Scuba Hoodie
Light Cotton Fleece"
884,I bought my first scuba and i regret that I did not check it thoroughly. As I wore it the first time and place my hand in I noticed the left pocket has a big hole. I am very disappointed as I thought lululemon has the best quality there is as they are so expensive. I can't return it in store as I threw out my receipt and lulu stores are so far away from where I live.,1,,,"Scuba Hoodie
Light Cotton Fleece"
885,"I don't understand all the bad reviews. I'm 5'5"", 36C, 165lbs with a curvy/fit physic and the size 8 fit me great! It says relaxed fit which has made it my go to jacket but also doesn't mean this is going to show curves. I don't think it fits boxy but more of a slouchy, RELAXED jacket like typical cotton zip ups are. I love how high it comes up when fully zipped to cover your neck plus lower face, really helps with cold wind chill. I have larger arms from weight lifting but the tightness in the arms isn't restrictive or hard to move in and the wrist aren't tight or hard to get my hands through. For me it was a great fit but I tried it on in store before I bought it. Perfect for everday wear!",5,SWEATY GENERALIST,25-34,"Scuba Hoodie
Light Cotton Fleece"
886,"I ordered this item in the camo print deep coal black, which is probably my favorite color/print Lulu has released! Unfortunately, the shape and cut is way too boxy. Based on the pictures this looked more like the long length of the Scuba III, but this is actually a Scuba IV shorter-length design. I have a long torso so I had to return it, even though I'd even ordered one size up. Very disappointed, fingers crossed they release a Scuba III in this print some day!",2,YOGI,25-34,"Scuba Hoodie
Light Cotton Fleece"
887,"Love the less stiff fabric on the the new Scuba Hoodie. I did size up, as I have done lately in my Lululemon jackets. It seems that the jackets are more restrictive in the arms and armhole area. This jacket has the ribbing down the sides, but it really doesn't help when it comes to moving arms forward, plus there is no stretch in the upper arms and sleeves. The worse part, as others have noticed, is the extreme tightness at the wrist. It is tricky to pull on over your hand, and you cannot push the sleeves up at all. Since there are not zippered pockets, there is a mesh media pocket. I have an iPhone X in a very slim case, and it really doesn't fit in that media pocket. Lululemon usually is great when it comes to details like this, but somehow this item didn't quite measure up.",4,RUNNER,55-65,"Scuba Hoodie
Light Cotton Fleece"
888,"This is my 6th scuba hoodie (bring back the II!), and I have to say over time the quality has taken a dive. Ever new iteration has a poorer construction than the last. Here's a list of things I did not like about this one in particular;
- the wrists are so constrictive I can't even pull the arms up to wash my hands without drenching the cuffs
- the print has already faded on the cuffs, the bottom and the side panels after ONE washing, and the natural fiber color is peaking through, it looks cheap and ruins the continuity of the print (I was finally happy Lulu came out with another fun print, but alas, it wasn't meant to be)
- why are the cuffs shorter than before? they don't look as cute folded over.",1,SWEATY GENERALIST,25-34,"Scuba Hoodie
Light Cotton Fleece"
889,"Have been waiting for this season scuba hoodies to arrive and when they did I was excited to finally see some colors as well. I ordered two online and couldn't wait to receive them. I ordered my usual size 8 and when I went to wear it I couldn't even get my hand through the seam by the the wrist! There was almost zero stretch down the entire arm. Does anyone try these products on when you are designing and manufacturing them? Why lulu do you refuse to put a comfortable amount of stretch in many of your tops and sweatshirts? Why should I always feel so restricted. Active wear should be comfortable. Yes these could be shapely and form fitting but they should be flexible. I have 6 or 8 swiftly tech long sleeves, they too are so constricting in the wrist/arm area. When biking and hiking long distance and the temp fluctuates I can't even slide the sleeves up even the slightest bit when I get warm or even just want to wash my hands. The response I got from lulu when I mentioned this a year ago was they are supposed to fit like a second skin. Yes but add lycra or spandex please!",1,SWEATY GENERALIST,45-54,"Scuba Hoodie
Light Cotton Fleece"
